timestamp,open,high,low,close,volume
1761091200000,3873.04,3889.27,3821.64,3842.24,36811.87
1761094800000,3842.23,3874.86,3841.63,3869.74,15308.6599
1761098400000,3869.76,3876.54,3861.45,3862.0,10610.4309
1761102000000,3862.0,3863.16,3841.25,3859.57,11083.1574
1761105600000,3859.58,3884.34,3858.0,3879.13,10167.8611
1761109200000,3879.13,3882.47,3838.31,3860.48,16551.1548
1761112800000,3860.48,3870.0,3852.33,3853.36,11011.126
1761116400000,3853.37,3876.46,3841.22,3868.72,14088.0885
1761120000000,3868.72,3868.91,3848.94,3854.25,12704.5252
1761123600000,3854.26,3858.59,3825.1,3836.84,18566.6241
1761127200000,3836.85,3849.15,3818.75,3820.7,12063.0255
1761130800000,3820.69,3838.71,3770.02,3829.0,41565.2272
1761134400000,3829.01,3857.44,3821.05,3846.64,14903.8185
1761138000000,3846.65,3876.92,3825.0,3872.97,28616.9646
1761141600000,3872.97,3874.08,3780.32,3853.57,50497.5536
1761145200000,3853.56,3864.23,3790.74,3841.76,85696.5064
1761148800000,3841.76,3861.9,3813.62,3836.25,55187.0063
1761152400000,3836.24,3843.38,3794.77,3807.95,19746.7822
1761156000000,3807.96,3821.19,3791.42,3802.61,14945.6802
1761159600000,3802.61,3827.24,3784.0,3804.0,25642.6932
1761163200000,3804.0,3810.39,3770.0,3780.84,17884.7674
1761166800000,3780.84,3782.1,3710.0,3744.69,37241.0794
1761170400000,3744.68,3762.53,3734.47,3752.36,13219.2606
1761174000000,3752.35,3816.5,3750.77,3805.53,19016.2275
1761177600000,3805.53,3821.56,3796.54,3815.27,10897.4648
1761181200000,3815.27,3835.93,3812.08,3821.05,11012.5763
1761184800000,3821.05,3834.51,3815.18,3825.65,6410.0255
1761188400000,3825.65,3834.74,3822.58,3826.79,5910.3557
1761192000000,3826.8,3847.99,3822.76,3835.92,7992.9977
1761195600000,3835.92,3849.51,3835.01,3847.3,9424.6973
1761199200000,3847.3,3897.0,3843.44,3891.41,26526.6223
1761202800000,3891.41,3892.29,3870.26,3881.01,15632.494
1761206400000,3881.02,3905.15,3881.02,3887.2,14632.9345
